itemLabel,genderLabel,summary,new_occ
Clément Hoydonckx,male,"The Belgium national football team represents the country of Belgium in international association football. It is fielded by the Royal Belgian Football Association, the governing body of football in Belgium, and competes as a member of the Union of European Football Associations (UEFA), which encompasses the countries of Europe. As over 600 players have featured in the team since it started officially registering its players in 1904, only players with more than 20 official caps are included.
Despite the first Belgium international game taking place on 1 May 1904, the first player to reach 25 caps for his country was Armand Swartenbroeks, who played his 25th match against England on 1 November 1923.All players with at least 35 caps are awarded a Medal of Recognition by the Belgian Football Association; also players whose careers are ended by an injury after 20 games receive this award.",association football player
Clément Hoydonckx,male,"The Belgium national football team represents the country of Belgium in international association football. It is fielded by the Royal Belgian Football Association, the governing body of football in Belgium, and competes as a member of the Union of European Football Associations (UEFA), which encompasses the countries of Europe. As over 600 players have featured in the team since it started officially registering its players in 1904, only players with more than 20 official caps are included.
Despite the first Belgium international game taking place on 1 May 1904, the first player to reach 25 caps for his country was Armand Swartenbroeks, who played his 25th match against England on 1 November 1923.All players with at least 35 caps are awarded a Medal of Recognition by the Belgian Football Association; also players whose careers are ended by an injury after 20 games receive this award.", association football manager
Paul Remouchamps,male,"Because modern Belgium is a multilingual country, Belgian literature is often treated as a branch of French literature or Dutch literature. 
Some writing also exists in the regional languages of Belgium, with published works in both the Walloon language, closely related to French, and also in various regional Flemish or Dutch-related dialects.
German is the third official language in Belgium and is spoken by a small community of about 70,000 German-speakers of the German-speaking Community of Belgium in the border region Eupen-Malmedy. See de:Belgische_Literatur#Die_deutsche_Literatur_in_Belgien.",athletics competitor
Paul Remouchamps,male,"Because modern Belgium is a multilingual country, Belgian literature is often treated as a branch of French literature or Dutch literature. 
Some writing also exists in the regional languages of Belgium, with published works in both the Walloon language, closely related to French, and also in various regional Flemish or Dutch-related dialects.
German is the third official language in Belgium and is spoken by a small community of about 70,000 German-speakers of the German-speaking Community of Belgium in the border region Eupen-Malmedy. See de:Belgische_Literatur#Die_deutsche_Literatur_in_Belgien.", association football player
C. Lee Buxton,male,"Charles Lee Buxton (October 14, 1904 – July 7, 1969) was an American gynecologist, professor at the Yale School of Medicine, and appellant in US Supreme Court case Griswold v. Connecticut. He best known as a birth control advocate and, along with Estelle Griswold, party to several legal cases that ultimately repealed Connecticut's Comstock laws and established a Constitutional right to privacy for married couples.

",gynaecologist
C. Lee Buxton,male,"Charles Lee Buxton (October 14, 1904 – July 7, 1969) was an American gynecologist, professor at the Yale School of Medicine, and appellant in US Supreme Court case Griswold v. Connecticut. He best known as a birth control advocate and, along with Estelle Griswold, party to several legal cases that ultimately repealed Connecticut's Comstock laws and established a Constitutional right to privacy for married couples.

", professor
Martha Simkins,female,"Martha E. Simkins (1866–1969) was an American painter, based in Texas, known for her depictions of interiors with figures, still lifes and portraits. She has been called a late-Impressionist-influenced artist.",painter
Martha Simkins,female,"Martha E. Simkins (1866–1969) was an American painter, based in Texas, known for her depictions of interiors with figures, still lifes and portraits. She has been called a late-Impressionist-influenced artist.", maritime pilot
Samuel Baker Williams,male,"S.C.U.M were a South East London-based post-punk/art rock band. Its members were Thomas Cohen (vocals), Bradley Baker (machines, press), Samuel Kilcoyne (keyboards), Huw Webb (bass), and Melissa Rigby (drums). The band previously included Ruaridh Connellan (drums) and Joseph Williams (bass, media). S.C.U.M took their name from Valerie Solanas' manifesto, SCUM Manifesto, an ironic reference to the all-male band before Connellan's dismissal and replacement by Rigby.

",journalist
Samuel Baker Williams,male,"S.C.U.M were a South East London-based post-punk/art rock band. Its members were Thomas Cohen (vocals), Bradley Baker (machines, press), Samuel Kilcoyne (keyboards), Huw Webb (bass), and Melissa Rigby (drums). The band previously included Ruaridh Connellan (drums) and Joseph Williams (bass, media). S.C.U.M took their name from Valerie Solanas' manifesto, SCUM Manifesto, an ironic reference to the all-male band before Connellan's dismissal and replacement by Rigby.

", electrical engineer
Carlos Loontiens,male,"The 1985–86 European Cup Winners' Cup was won by Dynamo Kyiv in the final against Atlético Madrid. It was their second title in the competition, and first since 1975.
Reigning champions Everton, who initially qualified for the European Cup instead as the 1984–85 Football League champions, and 1985 FA Cup winners Manchester United missed out on European football due to the newly enacted five-year ban on English clubs participating in Europe, following the Heysel Stadium disaster on 29 May 1985.
CSKA Sofia were barred from entering after the riots during the Bulgarian Cup final.

",curator
Carlos Loontiens,male,"The 1985–86 European Cup Winners' Cup was won by Dynamo Kyiv in the final against Atlético Madrid. It was their second title in the competition, and first since 1975.
Reigning champions Everton, who initially qualified for the European Cup instead as the 1984–85 Football League champions, and 1985 FA Cup winners Manchester United missed out on European football due to the newly enacted five-year ban on English clubs participating in Europe, following the Heysel Stadium disaster on 29 May 1985.
CSKA Sofia were barred from entering after the riots during the Bulgarian Cup final.

", archivist
Carlos Loontiens,male,"The 1985–86 European Cup Winners' Cup was won by Dynamo Kyiv in the final against Atlético Madrid. It was their second title in the competition, and first since 1975.
Reigning champions Everton, who initially qualified for the European Cup instead as the 1984–85 Football League champions, and 1985 FA Cup winners Manchester United missed out on European football due to the newly enacted five-year ban on English clubs participating in Europe, following the Heysel Stadium disaster on 29 May 1985.
CSKA Sofia were barred from entering after the riots during the Bulgarian Cup final.

", librarian
Filmer Hubble,male,"Filmer Edwin Hubble (12 January 1904 – 25 November 1969) was a Canadian organist, choir conductor, adjudicator, and music educator of English birth.",music pedagogue
Filmer Hubble,male,"Filmer Edwin Hubble (12 January 1904 – 25 November 1969) was a Canadian organist, choir conductor, adjudicator, and music educator of English birth.", choir director
Filmer Hubble,male,"Filmer Edwin Hubble (12 January 1904 – 25 November 1969) was a Canadian organist, choir conductor, adjudicator, and music educator of English birth.", conductor
Hugh Hodgson,male,"""Glory, Glory"" is the rally song for the Georgia Bulldogs, the athletics teams for the University of Georgia. The melody of ""Glory, Glory"" is the same as that of ""Say Brothers Will You Meet Us,"" ""John Brown's Body,"" and ""Battle Hymn of the Republic."".  The song was arranged for the University of Georgia Band by member, and later Department of Music chair, Hugh Hodgson in 1915.
Although ""Glory, Glory"" is the de facto fight song, UGA's official fight song is ""Hail to Georgia"".",classical pianist
Hugh Hodgson,male,"""Glory, Glory"" is the rally song for the Georgia Bulldogs, the athletics teams for the University of Georgia. The melody of ""Glory, Glory"" is the same as that of ""Say Brothers Will You Meet Us,"" ""John Brown's Body,"" and ""Battle Hymn of the Republic."".  The song was arranged for the University of Georgia Band by member, and later Department of Music chair, Hugh Hodgson in 1915.
Although ""Glory, Glory"" is the de facto fight song, UGA's official fight song is ""Hail to Georgia"".", music pedagogue
Hugh Hodgson,male,"""Glory, Glory"" is the rally song for the Georgia Bulldogs, the athletics teams for the University of Georgia. The melody of ""Glory, Glory"" is the same as that of ""Say Brothers Will You Meet Us,"" ""John Brown's Body,"" and ""Battle Hymn of the Republic."".  The song was arranged for the University of Georgia Band by member, and later Department of Music chair, Hugh Hodgson in 1915.
Although ""Glory, Glory"" is the de facto fight song, UGA's official fight song is ""Hail to Georgia"".", conductor
Frederick Karl Grossman,male,"Vasily Semyonovich Grossman (Russian: Васи́лий Семёнович Гро́ссман; Ukrainian: Василь Семенович Гроссман; 12 December (29 November, Julian calendar) 1905 – 14 September 1964) was a Soviet writer and journalist.
Born to a Jewish family in Ukraine, then a part of the Russian Empire, Grossman trained as a chemical engineer at Moscow State University, earning the nickname Vasya-khimik (""Vasya the Chemist"") because of his diligence as a student. Upon graduation he took a job in Stalino (now Donetsk) in the Donets Basin. In the 1930s he changed careers. He began writing full-time and published a number of short stories and several novels. At the outbreak of the Second World War, he was engaged as a war correspondent by the Red Army newspaper Krasnaya Zvezda; he wrote first-hand accounts of the battles of Moscow, Stalingrad, Kursk, and Berlin. Grossman's eyewitness reports of a Nazi extermination camp, following the discovery of Treblinka, were among the earliest accounts of a Nazi death camp by a reporter.
While Grossman was never arrested by the Soviet authorities, his two major literary works (Life and Fate and Forever Flowing) were censored during the ensuing Nikita Khrushchev period as unacceptably anti-Soviet. In ""Vasily Grossman: Myths and Counter-Myths and Grossman"", by Grossman scholar Yury Bit-Yunan and Grossman translator, Robert Chandler say that, between 1962 and 1964, Grossman was publishing new works, and older works, including For a Just Cause were being republished; disagreeing with Semyon Lipkin who claimed that Grossman became in effect a nonperson. The KGB raided Grossman's flat after he had completed Life and Fate, seizing manuscripts, notes and even the typewriter ribbon on which the text had been written. It has been said that Grossman was told by the Communist Party's chief ideologist Mikhail Suslov that the book could not be published for two or three hundred years; however Bit-Yunan and Chandler say that there is, in fact no evidence in the papers of Grossman, or Suslov, for this. At the time of Grossman's death from stomach cancer in 1964 these books remained unreleased. Hidden copies were eventually smuggled out of the Soviet Union by a network of dissidents, including Andrei Sakharov and Vladimir Voinovich, and first published in the West in 1980, before appearing in the Soviet Union in 1988.",conductor
Guy Bourguignon,male,"France (French: [fʁɑ̃s] ), officially the French Republic (French: République française), is a transcontinental country spanning Western Europe and overseas regions and territories in South America and the Atlantic, Pacific and Indian Oceans. Including all of its territories, France has twelve time zones, the most of any country. Its metropolitan area extends from the Rhine to the Atlantic Ocean and from the Mediterranean Sea to the English Channel and the North Sea; overseas territories include French Guiana in South America, Saint Pierre and Miquelon in the North Atlantic, the French West Indies, and several islands in Oceania and the Indian Ocean. Due to its several coastal territories, France has the largest exclusive economic zone in the world. France borders Belgium, Luxembourg, Germany, Switzerland, Monaco, Italy, Andorra and Spain in Europe, as well as the Netherlands, Suriname and Brazil in the Americas. Its eighteen integral regions (five of which are overseas) span a combined area of 643,801 km2 (248,573 sq mi) and over 67 million people (as of May 2021). France is a unitary semi-presidential republic with its capital in Paris, the country's largest city and main cultural and commercial centre; other major urban areas include Lyon, Marseille, Toulouse, Bordeaux, Lille and Nice. 
Inhabited since the Palaeolithic era, the territory of Metropolitan France was settled by Celtic tribes known as Gauls during the Iron Age. Rome annexed the area in 51 BC, leading to a distinct Gallo-Roman culture that laid the foundation of the French language. The Germanic Franks arrived in 476 and formed the Kingdom of Francia, which became the heartland of the Carolingian Empire. The Treaty of Verdun of 843 partitioned the empire, with West Francia becoming the Kingdom of France in 987.
In the High Middle Ages, France was a powerful but highly decentralised feudal kingdom in which the king's authority was barely felt. King Philip Augustus achieved remarkable success in the strengthening of royal power and the expansion of his realm, defeating his rivals and doubling its size.  By the end of his reign, the kingdom had emerged as the most powerful state in Europe. From the mid-14th to the mid-15th century, France was plunged into a series of dynastic conflicts for the French throne, collectively known as the Hundred Years' War, and a distinct French identity emerged as a result. The French Renaissance saw art and culture flourish, various wars with rival powers, and the establishment of a global colonial empire, which by the 20th century would become the second-largest in the world. The second half of the 16th century was dominated by religious civil wars between Catholics and Huguenots that severely weakened the country. But France once again emerged as Europe's dominant cultural, political and military power in the 17th century under Louis XIV following the Thirty Years' War. Inadequate economic policies, an inequitable taxation system as well as endless wars (notably a defeat in the Seven Years' War and costly involvement in the American War of Independence), left the kingdom in a precarious economic situation by the end of the 18th century. This precipitated the French Revolution of 1789, which overthrew the absolute monarchy, replaced the Ancien Régime with one of history's first modern republics and produced the Declaration of the Rights of Man and of the Citizen, which expresses the nation's ideals to this day.
France reached its political and military zenith in the early 19th century under Napoleon Bonaparte, subjugating much of continental Europe and establishing the First French Empire. The French Revolutionary and Napoleonic Wars shaped the course of European and world history. The collapse of the empire initiated a period of relative decline, in which France endured a tumultuous succession of governments until the founding of the French Third Republic during the Franco-Prussian War in 1870. Subsequent decades saw a period of optimism, cultural and scientific flourishing, as well as economic prosperity known as the Belle Époque. France was one of the major participants of World War I, from which it emerged victorious at great human and economic cost. It was among the Allied powers of the World War II, but was soon occupied by the Axis in 1940. Following liberation in 1944, the short-lived Fourth Republic was established and later dissolved in the course of the Algerian War. The current Fifth Republic was formed in 1958 by Charles de Gaulle. Algeria and most French colonies became independent in the 1960s, with the majority retaining close economic and military ties with France.
France retains its centuries-long status as a global centre of art, science and philosophy. It hosts the fifth-largest number of UNESCO World Heritage Sites and is the world's leading tourist destination, receiving over 89 million foreign visitors in 2018. France is a developed country with the world's seventh-largest economy by nominal GDP and ninth-largest by PPP; in terms of aggregate household wealth, it ranks fourth in the world. France performs well in international rankings of education, health care, life expectancy and human development. It remains a great power in global affairs, being one of the five permanent members of the United Nations Security Council and an official nuclear-weapon state. France is a founding and leading member of the European Union and the Eurozone, as well as a key member of the Group of Seven, North Atlantic Treaty Organization (NATO), Organisation for Economic Co-operation and Development (OECD) and La Francophonie.",singer
Saramae Endich,female,"Saramae Endich (November 20, 1923 - June 12, 1969) was an American classical soprano who had an active performance career in concerts and operas during the 1950s and 1960s.",opera singer
Saramae Endich,female,"Saramae Endich (November 20, 1923 - June 12, 1969) was an American classical soprano who had an active performance career in concerts and operas during the 1950s and 1960s.", singer
Marie Charbonnel,female,Marie Louise Charbonnel (1880–1969) was a French contralto opera singer who made her début at the Lyon Opera in 1901. She was spectacularly successful at her Paris Opera début in 1907 when she played Dalila in Camille Saint-Saëns' Samson et Dalila.,singer
Dulcina DeBerry,female,"Dulcina DeBerry (June 12, 1878 – December 29, 1969) was an American educator and librarian. She became the first African American to work as a librarian in Madison County, Alabama when in 1940 she arranged the opening of the first public library for black community members in the Huntsville area.",librarian
Carolyn F. Ulrich,female,"Carolyn Farquhar Ulrich (August 16, 1880 – November 22, 1969) was an American librarian. She created the Ulrich's Periodicals Directory in 1932.",librarian
Blanche Pritchard McCrum,female,"Blanche Pritchard McCrum (November 2, 1887 – August 26, 1969) was a librarian and the eighth president of the Association of College and Research Libraries, from 1945-1946. She served on the Council of the American Library Association from 1941 through 1942.McCrum's first library job was at Washington & Lee University. There she wrote a handbook for students' use of the library and conducted user surveys about the best use of the space. She was the director of the librarian at Wellesley College where she oversaw a staff of twenty, working there from 1937-47. Among many improvements, she implemented a set of ""house libraries"" for the student residences, sponsoring student contests to help select the titles that would be in them.After there, she worked as a bibliographer at the Library of Congress from 1947-55. She was part of a team who compiled the 1200 page A Guide to the Study of the United States of America, published in 1960 under the direction of Roy Basler, a bibliography of nearly 7000 books chosen to be ""representative books which reflect the development of life and thought in the United States.""McCrum would frequently speak on librarianship topics and wrote an influential paper called ""The Idols of Librarianship,"" which was given at the North Carolina Library Association's general meeting in 1946 and subsequently reprinted in the Wilson Library Bulletin. In it, she identified three preconceptions or issues that got in the way of librarians being able to be effective at their jobs, outlined similar to Francis Bacon's ""idols"" which got in the way of people adopting his methods. These idols were:

of the librarians effort to master the machine
of low librarians esteem of themselves as 'mere librarians'
of bureaucracy based on the rigidity, formality and precedents.Her assertion was that these could be overcome through changes in attitude, improved library education and better definitions of library work. She later wrote an article entitled ""Neuroses of Librarianship"" for the Bulletin of the Medical Library Association, also discussing the effect of librarian attitudes on their work.",librarian
Mary Jane Keeney,female,"Mary Jane Keeney (1898–1969) and her husband Philip Olin Keeney were librarians and charter members of the liberal The Progressive Librarians Council.  She worked at the Board of Economic Warfare in Washington D.C. during World War II. In November 1945, Keeney travelled to Europe to work with the Allied Staff on Reparations.
She was alleged to be passing information to the Soviet Union through Joseph Milton Bernstein. After the war Keeney worked at the United Nations. Deciphered Venona cables and her own diaries corroborate the fact that Keeney and her husband, Philip Keeney, both worked for the GRU.  Keeney's diary details that Sergey Kurnakov became their new KGB handler.
In February 1950, Senator Joseph McCarthy accused Keeney of being a member of the Communist Party, not an agent serving a foreign government. By the end of 1950, Keeney lost her position with the United Nations. She was convicted of contempt of Congress. However, the decision was overturned upon appeal.
The Keeneys then opened a theatre in Greenwich Village called Club Cinema to air mostly foreign-language titles, with occasional live performances.  Mary Jane died in 1969 at the age of seventy-one.  She was preceded by her husband.",spy
Mary Jane Keeney,female,"Mary Jane Keeney (1898–1969) and her husband Philip Olin Keeney were librarians and charter members of the liberal The Progressive Librarians Council.  She worked at the Board of Economic Warfare in Washington D.C. during World War II. In November 1945, Keeney travelled to Europe to work with the Allied Staff on Reparations.
She was alleged to be passing information to the Soviet Union through Joseph Milton Bernstein. After the war Keeney worked at the United Nations. Deciphered Venona cables and her own diaries corroborate the fact that Keeney and her husband, Philip Keeney, both worked for the GRU.  Keeney's diary details that Sergey Kurnakov became their new KGB handler.
In February 1950, Senator Joseph McCarthy accused Keeney of being a member of the Communist Party, not an agent serving a foreign government. By the end of 1950, Keeney lost her position with the United Nations. She was convicted of contempt of Congress. However, the decision was overturned upon appeal.
The Keeneys then opened a theatre in Greenwich Village called Club Cinema to air mostly foreign-language titles, with occasional live performances.  Mary Jane died in 1969 at the age of seventy-one.  She was preceded by her husband.", librarian
Angus I. Ward,male,Angus Ivan Ward (1893–1969) was an American Career Foreign Service Officer who served as Ambassador Extraordinary and Plenipotentiary to Afghanistan from 1952 to 1956.,diplomat
John E. Staehelin,male,"Cytokinesis () is the part of the cell division process during which the cytoplasm of a single eukaryotic cell divides into two daughter cells. Cytoplasmic division begins during or after the late stages of nuclear division in mitosis and meiosis. During cytokinesis the spindle apparatus partitions and transports duplicated chromatids into the cytoplasm of the separating daughter cells. It thereby ensures that chromosome number and complement are maintained from one generation to the next and that, except in special cases, the daughter cells will be functional copies of the parent cell. After the completion of the telophase and cytokinesis, each daughter cell enters the interphase of the cell cycle.
Particular functions demand various deviations from the process of symmetrical cytokinesis; for example in oogenesis in animals the ovum takes almost all the cytoplasm and organelles. This leaves very little for the resulting polar bodies, which in most species die without function, though they do take on various special functions in other species.
Another form of mitosis occurs in tissues such as liver and skeletal muscle; it omits cytokinesis, thereby yielding multinucleate cells.
Plant cytokinesis differs from animal cytokinesis, partly because of the rigidity of plant cell walls. Instead of plant cells forming a cleavage furrow such as develops between animal daughter cells, a dividing structure known as the cell plate forms in the cytoplasm and grows into a new, doubled cell wall between plant daughter cells. It divides the cell into two daughter cells.
Cytokinesis largely resembles the prokaryotic process of binary fission, but because of differences between prokaryotic and eukaryotic cell structures and functions, the mechanisms differ. For instance, a bacterial cell has only a single chromosome in the form of a closed loop, in contrast to the linear, usually multiple, chromosomes of eukaryote. Accordingly, bacteria construct no mitotic spindle in cell division. Also, duplication of prokaryotic DNA takes place during the actual separation of chromosomes; in mitosis, duplication takes place during the interphase before mitosis begins, though the daughter chromatids do not separate completely before the anaphase.

",university teacher
John E. Staehelin,male,"Cytokinesis () is the part of the cell division process during which the cytoplasm of a single eukaryotic cell divides into two daughter cells. Cytoplasmic division begins during or after the late stages of nuclear division in mitosis and meiosis. During cytokinesis the spindle apparatus partitions and transports duplicated chromatids into the cytoplasm of the separating daughter cells. It thereby ensures that chromosome number and complement are maintained from one generation to the next and that, except in special cases, the daughter cells will be functional copies of the parent cell. After the completion of the telophase and cytokinesis, each daughter cell enters the interphase of the cell cycle.
Particular functions demand various deviations from the process of symmetrical cytokinesis; for example in oogenesis in animals the ovum takes almost all the cytoplasm and organelles. This leaves very little for the resulting polar bodies, which in most species die without function, though they do take on various special functions in other species.
Another form of mitosis occurs in tissues such as liver and skeletal muscle; it omits cytokinesis, thereby yielding multinucleate cells.
Plant cytokinesis differs from animal cytokinesis, partly because of the rigidity of plant cell walls. Instead of plant cells forming a cleavage furrow such as develops between animal daughter cells, a dividing structure known as the cell plate forms in the cytoplasm and grows into a new, doubled cell wall between plant daughter cells. It divides the cell into two daughter cells.
Cytokinesis largely resembles the prokaryotic process of binary fission, but because of differences between prokaryotic and eukaryotic cell structures and functions, the mechanisms differ. For instance, a bacterial cell has only a single chromosome in the form of a closed loop, in contrast to the linear, usually multiple, chromosomes of eukaryote. Accordingly, bacteria construct no mitotic spindle in cell division. Also, duplication of prokaryotic DNA takes place during the actual separation of chromosomes; in mitosis, duplication takes place during the interphase before mitosis begins, though the daughter chromatids do not separate completely before the anaphase.

", psychiatrist
Jean Ungricht,male,"A mandrake is the root of a plant, historically derived either from plants of the genus Mandragora found in the Mediterranean region, or from other species, such as Bryonia alba, the English mandrake, which have similar properties. The plants from which the root is obtained are also called ""mandrakes"". Mediterranean mandrakes are perennial herbaceous plants with ovate leaves arranged in a rosette, a thick upright root, often branched, and bell-shaped flowers followed by yellow or orange berries. They have been placed in different species by different authors. They are highly variable perennial herbaceous plants with long thick roots (often branched) and almost no stem. The leaves are borne in a basal rosette, and are variable in size and shape, with a maximum length of 45 cm (18 in). They are usually either elliptical in shape or wider towards the end (obovate), with varying degrees of hairiness.Because mandrakes contain deliriant hallucinogenic tropane alkaloids and the shape of their roots often resembles human figures, they have been associated with a variety of superstitious practices throughout history. They have long been used in magic rituals, today also in contemporary pagan traditions such as Wicca and Odinism.The English name of the plant derives from Latin mandragora through French main-de-gloire.

",psychologist
Maurice Blanchard,male,"Georges Blanchard (1877–1954) was a French military officer. He served in the French Army in World War I on the Western Front. In World War II, he was a general, commanding the French First Army, which advanced into Belgium during the Battle of Belgium.",painter
Gottfried Obi,male,"Globo H (globohexaosylceramide) is a globo-series glycosphingolipid antigen that is present on the outer membrane of some cancer cells. Globo H is not expressed in normal tissue cells, but is expressed in a number of types of cancers, including cancers of the breast, prostate, and pancreas. Globo H’s exclusivity for cancer cells makes it a target of interest for cancer therapies.

",painter
Sam Borenstein,male,"Sam Borenstein (15 January 1908 – 15 December 1969) was a Canadian painter. During his forty-year career he painted numerous scenes of Montreal and Laurentian villages and Quebec landscapes bustling with human activity, using brilliant colours and exuberant brushwork. Borenstein was best known for his expressionistic cityscapes and rural scenes, but also produced numerous portraits and still lifes.  

",painter
Alfred Lavergne,male,"Armand Renaud Lavergne,  or La Vergne (February 21, 1880 – March 5, 1935) was a Quebec lawyer, journalist and political figure. He represented Montmagny in the House of Commons of Canada as a Liberal member from 1904 to 1908 and as a Conservative member from 1930 to 1935. He represented Montmagny in the Legislative Assembly of Quebec as a Nationalist member from 1908 to 1916. His surname is given as ""La Vergne"" by some authoritative sources, including his National Assembly of Quebec biographical page, although these same sources spell his father's name as ""Lavergne"".
He was born in Arthabaska, Quebec in 1880, the son of Joseph Lavergne and Émilie Barthe, who was the daughter of Joseph-Guillaume Barthe. Lavergne studied at the Collège Sacré-Coeur at Arthabaska, the Séminaire de Québec, the University of Ottawa and Université Laval; he later studied in Paris. He articled in law, was called to the bar in 1903 and set up practice at Quebec City and then Montmagny. In 1903, he helped found the Ligue nationaliste canadienne. Lavergne directed Le Courrier at Montmagny and also contributed to Le Nationaliste, edited by Olivar Asselin, and Le Devoir, edited by Henri Bourassa.
He was elected to the House of Commons in a 1904 by-election and reelected in the general election later that year. He was expelled from the Liberal Party by Sir Wilfrid Laurier in 1907 and he resigned from his seat the following year to run for Ligue nationaliste canadienne in the 1908 Quebec election. He was elected to the legislative assembly along with Henri Bourassa and re-elected in the 1912 Quebec election; Lavergne served as the party's only member from 1912 until leaving office in the 1916 election.
In 1910, he was instrumental in achieving passage of what came to be known as the ""Loi Lavergne"", the first language legislation in Quebec, which required the use of French alongside English in tickets, documents, bills and contracts issued by transportation and public utility companies.
In 1904, he had married Georgette, the daughter of Philippe-Honoré Roy, a member of the Quebec assembly. He was named King's Counsel in 1918. He ran unsuccessfully as an independent candidate for a seat in the House of Commons in 1917 and 1921 before joining the federal Conservatives in 1925. He was deputy speaker and chairman of committees from 1930 to 1935. Lavergne also served as lieutenant-colonel in the militia.
Lavergne opposed the use of conscription during the First World War, was an ardent defender of French language rights outside of Quebec and lobbied for more French-Canadian participation in the federal civil service.
In 1935, he published an autobiography, Trente ans de vie nationale.
Lavergne died in office at Ottawa in 1935 and was buried in Arthabaska, Quebec (today part of Victoriaville).",painter
Lily Cushing,female,"Lily Dulany Emmet Cushing (1909–1969) was an American artist. Her work is included in the collections of the Smithsonian American Art Museum and the Museum of Modern Art, New York. Her personal papers are held by the Smithsonian's Archives of American Art.",drawer
Lily Cushing,female,"Lily Dulany Emmet Cushing (1909–1969) was an American artist. Her work is included in the collections of the Smithsonian American Art Museum and the Museum of Modern Art, New York. Her personal papers are held by the Smithsonian's Archives of American Art.", painter
Marcel Pierre,male,"Marcel-Pierre Cléach (16 January 1934 – 18 March 2019) was a French politician, as a member of the Senate of France.  He represented the Sarthe department, and was a member of the Union for a Popular Movement.",sculptor
Marcel Pierre,male,"Marcel-Pierre Cléach (16 January 1934 – 18 March 2019) was a French politician, as a member of the Senate of France.  He represented the Sarthe department, and was a member of the Union for a Popular Movement.", painter
Georges Chaudoir,male,Georges Chaudoir (28 May 1847 – 1 May 1923) was a Belgian equestrian. He competed in the equestrian mail coach event at the 1900 Summer Olympics.,painter
Guy Rowe,male,"A guy-wire, guy-line, or guy-rope, also known as simply a guy, is a tensioned cable designed to add stability to a free-standing structure. They are used commonly for ship masts, radio masts, wind turbines, utility poles, and tents. A thin vertical mast supported by guy wires is called a guyed mast.  Structures that support antennas are frequently of a lattice construction and are called ""towers"".  One end of the guy is attached to the structure, and the other is anchored to the ground at some distance from the mast or tower base.  The tension in the diagonal guy-wire, combined with the compression and buckling strength of the structure, allows the structure to withstand lateral loads such as wind or the weight of cantilevered structures. They are installed radially, usually at equal angles about the structure, in trios and quads. As the tower leans a bit due to the wind force, the increased guy tension is resolved into a compression force in the tower or mast and a lateral force that resists the wind load. For example, antenna masts are often held up by three guy-wires at 120° angles.  Structures with  predictable lateral loads, such as electrical utility poles, may require only a single guy-wire to offset the lateral pull of the electrical wires, at a spot where the wires change direction.
Conductive guy cables for radio antenna masts may disturb the radiation pattern of the antenna, so their electrical characteristics must be included in the design.",painter
Casimir Reymond,male,"This is a list of notable people reported as having died from coronavirus disease 2019 (COVID-19), as a result of infection by the virus SARS-CoV-2 during the COVID-19 pandemic.

",sculptor
Casimir Reymond,male,"This is a list of notable people reported as having died from coronavirus disease 2019 (COVID-19), as a result of infection by the virus SARS-CoV-2 during the COVID-19 pandemic.

", painter
William H. Littlefield,male,"William (Bill) Horace Littlefield (October 28, 1902 – July 5, 1969) was an American painter known for his figure studies of male nudes and in later life his large paintings in an abstract expressionist style.",painter
André Nivard,male,"Prix d'Amérique is a harness race held at the Hippodrome de Vincennes in Paris, France. The race takes place on the last Sunday of January every year, and has been doing so since 1920, with the exception for the years 1940-1941 when it was cancelled due to World War II. It was established to thank the USA for the help given to France in World War I.  It is widely considered the most prestigious harness race in the world.

",watercolorist
André Nivard,male,"Prix d'Amérique is a harness race held at the Hippodrome de Vincennes in Paris, France. The race takes place on the last Sunday of January every year, and has been doing so since 1920, with the exception for the years 1940-1941 when it was cancelled due to World War II. It was established to thank the USA for the help given to France in World War I.  It is widely considered the most prestigious harness race in the world.

", art collector
André Nivard,male,"Prix d'Amérique is a harness race held at the Hippodrome de Vincennes in Paris, France. The race takes place on the last Sunday of January every year, and has been doing so since 1920, with the exception for the years 1940-1941 when it was cancelled due to World War II. It was established to thank the USA for the help given to France in World War I.  It is widely considered the most prestigious harness race in the world.

", designer
André Nivard,male,"Prix d'Amérique is a harness race held at the Hippodrome de Vincennes in Paris, France. The race takes place on the last Sunday of January every year, and has been doing so since 1920, with the exception for the years 1940-1941 when it was cancelled due to World War II. It was established to thank the USA for the help given to France in World War I.  It is widely considered the most prestigious harness race in the world.

", painter
Paul Doll,male,"The Zone of Interest is the fourteenth novel by the English author Martin Amis, published in 2014. Set in Auschwitz, it tells the story of a Nazi officer who has become enamored with the camp commandant's wife. The story is conveyed by three narrators: Angelus Thomsen, the officer; Paul Doll, the commandant; and Szmul Zacharias, a Jewish Sonderkommando.",painter
Paul Doll,male,"The Zone of Interest is the fourteenth novel by the English author Martin Amis, published in 2014. Set in Auschwitz, it tells the story of a Nazi officer who has become enamored with the camp commandant's wife. The story is conveyed by three narrators: Angelus Thomsen, the officer; Paul Doll, the commandant; and Szmul Zacharias, a Jewish Sonderkommando.", illustrator
